symbol,name,exchange,yahoo
RCAT,"Red Cat Holdings, Inc. - Common Stock",NASDAQ,RCAT
RCEL,"Avita Medical, Inc. - Common Stock",NASDAQ,RCEL
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",NASDAQ,RCKT
RCKTW,"Rocket Pharmaceuticals, Inc. - Warrant",NASDAQ,RCKTW
RCKY,"Rocky Brands, Inc. - Common Stock",NASDAQ,RCKY
RCMT,"RCM Technologies, Inc. - Common Stock",NASDAQ,RCMT
RCON,"Recon Technology, Ltd. - Class A Ordinary Shares",NASDAQ,RCON
RCT,RedCloud Holdings plc - Ordinary Shares,NASDAQ,RCT
RDAC,Rising Dragon Acquisition Corp. - Ordinary Shares,NASDAQ,RDAC
RDACR,Rising Dragon Acquisition Corp. - Rights,NASDAQ,RDACR
RDACU,Rising Dragon Acquisition Corp. - Unit,NASDAQ,RDACU
RDAG,Republic Digital Acquisition Company - Class A Ordinary Shares,NASDAQ,RDAG
RDAGU,Republic Digital Acquisition Company - Unit,NASDAQ,RDAGU
RDAGW,Republic Digital Acquisition Company - Warrants,NASDAQ,RDAGW
RDCM,Radcom Ltd. - Ordinary Shares,NASDAQ,RDCM
RDGT,"Ridgetech, Inc. - Ordinary Shares",NASDAQ,RDGT
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,NASDAQ,RDHL
RDI,Reading International Inc - Class A Non-voting Common Stock,NASDAQ,RDI
RDIB,Reading International Inc - Class B Voting Common Stock,NASDAQ,RDIB
RDNT,"RadNet, Inc. - Common Stock",NASDAQ,RDNT
RDNW,"RideNow Group, Inc. - Class B Common Stock",NASDAQ,RDNW
RDVT,"Red Violet, Inc. - Common Stock ",NASDAQ,RDVT
RDWR,Radware Ltd. - Ordinary Shares,NASDAQ,RDWR
RDZN,"Roadzen, Inc. - Ordinary Shares",NASDAQ,RDZN
RDZNW,"Roadzen, Inc. - Warrants",NASDAQ,RDZNW
REAL,"The RealReal, Inc. - Common Stock",NASDAQ,REAL
REAX,"The Real Brokerage, Inc. - Common Shares",NASDAQ,REAX
REBN,"Reborn Coffee, Inc. - Common Stock",NASDAQ,REBN
RECT,Rectitude Holdings Ltd - Ordinary Shares,NASDAQ,RECT
REE,REE Automotive Ltd. - Class A Ordinary Shares,NASDAQ,REE
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",NASDAQ,REFI
REFR,Research Frontiers Incorporated - Common Stock,NASDAQ,REFR
REG,Regency Centers Corporation - Common Stock,NASDAQ,REG
REGCO,Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock,NASDAQ,REGCO
REGCP,Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock,NASDAQ,REGCP
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",NASDAQ,REGN
REKR,"Rekor Systems, Inc. - Common Stock",NASDAQ,REKR
RELI,"Reliance Global Group, Inc. - Common Stock",NASDAQ,RELI
RELIW,"Reliance Global Group, Inc. - Series A Warrants",NASDAQ,RELIW
RELL,"Richardson Electronics, Ltd. - Common Stock",NASDAQ,RELL
RELY,"Remitly Global, Inc. - Common stock",NASDAQ,RELY
RENT,"Rent the Runway, Inc. - Class A Common Stock",NASDAQ,RENT
REPL,"Replimune Group, Inc. - Common Stock",NASDAQ,REPL
RETO,"ReTo Eco-Solutions, Inc. - Class A Shares",NASDAQ,RETO
REVB,"Revelation Biosciences, Inc. - Common Stock",NASDAQ,REVB
REVBW,"Revelation Biosciences, Inc. - Warrant",NASDAQ,REVBW
REYN,Reynolds Consumer Products Inc. - Common Stock,NASDAQ,REYN
RFAI,RF Acquisition Corp II - Ordinary Shares,NASDAQ,RFAI
RFAIR,RF Acquisition Corp II - Right,NASDAQ,RFAIR
RFAIU,RF Acquisition Corp II - Unit,NASDAQ,RFAIU
RFIL,"RF Industries, Ltd. - Common Stock",NASDAQ,RFIL
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,NASDAQ,RGC
RGCO,RGC Resources Inc. - Common Stock,NASDAQ,RGCO
RGEN,Repligen Corporation - Common Stock,NASDAQ,RGEN
RGLD,"Royal Gold, Inc. - Common Stock",NASDAQ,RGLD
RGNX,REGENXBIO Inc. - Common Stock,NASDAQ,RGNX
RGP,"Resources Connection, Inc. - Common Stock",NASDAQ,RGP
RGS,Regis Corporation - Common Stock,NASDAQ,RGS
RGTI,"Rigetti Computing, Inc.  - Common stock",NASDAQ,RGTI
RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NASDAQ,RGTIW
RIBB,Ribbon Acquisition Corp - Class A Ordinary Shares,NASDAQ,RIBB
RIBBR,Ribbon Acquisition Corp - Rights,NASDAQ,RIBBR
RIBBU,Ribbon Acquisition Corp - Unit,NASDAQ,RIBBU
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",NASDAQ,RICK
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",NASDAQ,RIGL
RILY,"B. Riley Financial, Inc. - Common Stock",NASDAQ,RILY
RILYG,"B. Riley Financial, Inc. - 5.00% Senior Notes due 2026",NASDAQ,RILYG
RILYK,"B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026",NASDAQ,RILYK
RILYL,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock",NASDAQ,RILYL
RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",NASDAQ,RILYN
RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",NASDAQ,RILYP
RILYT,"B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028",NASDAQ,RILYT
RILYZ,"B. Riley Financial, Inc. - 5.25% Senior Notes due 2028",NASDAQ,RILYZ
RIME,"Algorhythm Holdings, Inc. - Common Stock",NASDAQ,RIME
RIOT,"Riot Platforms, Inc. - Common Stock",NASDAQ,RIOT
RITR,Reitar Logtech Holdings Limited - Ordinary shares,NASDAQ,RITR
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",NASDAQ,RIVN
RKDA,"Arcadia Biosciences, Inc. - Common Stock",NASDAQ,RKDA
RKLB,Rocket Lab Corporation - Common Stock,NASDAQ,RKLB
RLAY,"Relay Therapeutics, Inc. - Common Stock",NASDAQ,RLAY
RLMD,"Relmada Therapeutics, Inc. - Common Stock",NASDAQ,RLMD
RLYB,Rallybio Corporation - Common Stock,NASDAQ,RLYB
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",NASDAQ,RMBI
RMBS,"Rambus, Inc. - Common Stock",NASDAQ,RMBS
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",NASDAQ,RMCF
RMCO,Royalty Management Holding Corporation - Class A Common Stock,NASDAQ,RMCO
RMCOW,Royalty Management Holding Corporation - Warrant,NASDAQ,RMCOW
RMNI,"Rimini Street, Inc. - Common Stock",NASDAQ,RMNI
RMR,The RMR Group Inc. - Class A Common Stock,NASDAQ,RMR
RMSG,Real Messenger Corporation - Ordinary Shares,NASDAQ,RMSG
RMSGW,Real Messenger Corporation - Warrants,NASDAQ,RMSGW
RMTI,"Rockwell Medical, Inc. - Common Stock",NASDAQ,RMTI
RNA,"Avidity Biosciences, Inc. - Common Stock",NASDAQ,RNA
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",NASDAQ,RNAC
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",NASDAQ,RNAZ
RNGTU,Range Capital Acquisition Corp II - Units,NASDAQ,RNGTU
RNTX,"Rein Therapeutics, Inc. - Common Stock",NASDAQ,RNTX
RNW,ReNew Energy Global plc - Class A Shares,NASDAQ,RNW
RNWWW,ReNew Energy Global plc - Warrant,NASDAQ,RNWWW
RNXT,"RenovoRx, Inc. - Common Stock",NASDAQ,RNXT
ROAD,"Construction Partners, Inc. - Common Stock",NASDAQ,ROAD
ROCK,"Gibraltar Industries, Inc. - Common Stock",NASDAQ,ROCK
ROIV,Roivant Sciences Ltd. - Common Shares,NASDAQ,ROIV
ROKU,"Roku, Inc. - Class A Common Stock",NASDAQ,ROKU
ROMA,Roma Green Finance Limited - Ordinary Shares,NASDAQ,ROMA
ROOT,"Root, Inc. - Common Stock",NASDAQ,ROOT
ROP,"Roper Technologies, Inc. - Common Stock",NASDAQ,ROP
ROST,"Ross Stores, Inc. - Common Stock",NASDAQ,ROST
RPAY,Repay Holdings Corporation - Class A Common Stock,NASDAQ,RPAY
RPD,"Rapid7, Inc. - Common Stock",NASDAQ,RPD
RPGL,Republic Power Group Limited - Class A Ordinary Shares,NASDAQ,RPGL
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",NASDAQ,RPID
RPRX,Royalty Pharma plc - Class A Ordinary Shares,NASDAQ,RPRX
RPTX,Repare Therapeutics Inc. - Common Shares,NASDAQ,RPTX
RR,Richtech Robotics Inc. - Class B Common Stock,NASDAQ,RR
RRBI,"Red River Bancshares, Inc. - Common Stock",NASDAQ,RRBI
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",NASDAQ,RRGB
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",NASDAQ,RRR
RSSS,"Research Solutions, Inc - Common Stock",NASDAQ,RSSS
RSVR,"Reservoir Media, Inc.. - Common Stock",NASDAQ,RSVR
RSVRW,"Reservoir Media, Inc.. - Warrant",NASDAQ,RSVRW
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares,NASDAQ,RTAC
RTACU,Renatus Tactical Acquisition Corp I - Unit,NASDAQ,RTACU
RTACW,Renatus Tactical Acquisition Corp I - Warrant,NASDAQ,RTACW
RUBI,Rubico Inc. - Common Stock,NASDAQ,RUBI
RUM,Rumble Inc. - Class A Common Stock,NASDAQ,RUM
RUMBW,Rumble Inc. - Warrant,NASDAQ,RUMBW
RUN,Sunrun Inc. - Common Stock,NASDAQ,RUN
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",NASDAQ,RUSHA
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",NASDAQ,RUSHB
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ,RVMD
RVMDW,"Revolution Medicines, Inc. - Warrant",NASDAQ,RVMDW
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",NASDAQ,RVPH
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. - Warrants",NASDAQ,RVPHW
RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ,RVSB
RVSN,Rail Vision Ltd. - Ordinary Shares,NASDAQ,RVSN
RVSNW,Rail Vision Ltd. - Warrant,NASDAQ,RVSNW
RVYL,Ryvyl Inc. - Common Stock,NASDAQ,RVYL
RWAY,Runway Growth Finance Corp. - Common Stock,NASDAQ,RWAY
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,NASDAQ,RWAYL
RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027,NASDAQ,RWAYZ
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,RXRX
RXST,"RxSight, Inc. - Common Stock",NASDAQ,RXST
RXT,"Rackspace Technology, Inc. - Common Stock",NASDAQ,RXT
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",NASDAQ,RYAAY
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,NASDAQ,RYET
RYM,"RYTHM, Inc. - Common Stock",NASDAQ,RYM
RYOJ,"rYojbaba Co., Ltd. - Common Shares",NASDAQ,RYOJ
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",NASDAQ,RYTM
RZLT,"Rezolute, Inc. - Common Stock (NV)",NASDAQ,RZLT
RZLV,Rezolve AI PLC - Ordinary Shares,NASDAQ,RZLV
RZLVW,Rezolve AI PLC - Warrants,NASDAQ,RZLVW
SABR,Sabre Corporation - Common Stock,NASDAQ,SABR
SABS,"SAB Biotherapeutics, Inc. - Common Stock",NASDAQ,SABS
SABSW,"SAB Biotherapeutics, Inc. - Warrant",NASDAQ,SABSW
SAFT,"Safety Insurance Group, Inc. - Common Stock",NASDAQ,SAFT
SAFX,"XCF Global, Inc. - Class A Common Stock",NASDAQ,SAFX
SAGT,SAGTEC GLOBAL LIMITED - Ordinary shares,NASDAQ,SAGT
SAIA,"Saia, Inc. - Common Stock",NASDAQ,SAIA
SAIC,Science Applications International Corporation - Common Stock,NASDAQ,SAIC
SAIH,SAIHEAT Limited - Class A Ordinary Shares,NASDAQ,SAIH
SAIHW,SAIHEAT Limited - Warrant,NASDAQ,SAIHW
SAIL,"SailPoint, Inc. - Common Stock",NASDAQ,SAIL
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,NASDAQ,SAMG
SANA,"Sana Biotechnology, Inc. - Common Stock",NASDAQ,SANA
SANG,Sangoma Technologies Corporation - Common Shares,NASDAQ,SANG
SANM,Sanmina Corporation - Common Stock,NASDAQ,SANM
SATL,Satellogic Inc. - Class A Common Stock,NASDAQ,SATL
SATLW,Satellogic Inc. - Warrant,NASDAQ,SATLW
SATS,EchoStar Corporation - Common stock,NASDAQ,SATS
SAVA,"Cassava Sciences, Inc. - Common Stock",NASDAQ,SAVA
SBAC,SBA Communications Corporation - Class A Common Stock,NASDAQ,SBAC
SBC,SBC Medical Group Holdings Incorporated - Common Stock,NASDAQ,SBC
SBCF,Seacoast Banking Corporation of Florida - Common Stock,NASDAQ,SBCF
SBCWW,SBC Medical Group Holdings Incorporated - Warrants,NASDAQ,SBCWW
SBET,"SharpLink Gaming, Inc. - Common Stock",NASDAQ,SBET
SBFG,"SB Financial Group, Inc. - Common Stock",NASDAQ,SBFG
SBFM,Sunshine Biopharma Inc. - Common stock,NASDAQ,SBFM
SBFMW,Sunshine Biopharma Inc. - Warrant,NASDAQ,SBFMW
SBGI,"Sinclair, Inc. - Class A Common Stock",NASDAQ,SBGI
SBLK,Star Bulk Carriers Corp. - Common Shares,NASDAQ,SBLK
SBLX,"StableX Technologies, Inc. - Common Stock",NASDAQ,SBLX
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",NASDAQ,SBRA
SBUX,Starbucks Corporation - Common Stock,NASDAQ,SBUX
SCAG,Scage Future - American Depositary Shares,NASDAQ,SCAG
SCAGW,Scage Future - Warrants,NASDAQ,SCAGW
SCHL,Scholastic Corporation - Common Stock,NASDAQ,SCHL
SCKT,"Socket Mobile, Inc. - Common Stock",NASDAQ,SCKT
SCLX,Scilex Holding Company - Common Stock,NASDAQ,SCLX
SCLXW,Scilex Holding Company - Warrant,NASDAQ,SCLXW
SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,NASDAQ,SCNI
SCNX,"Scienture Holdings, Inc. - Common Stock",NASDAQ,SCNX
SCOR,"comScore, Inc. - Common Stock",NASDAQ,SCOR
SCSC,"ScanSource, Inc. - Common Stock",NASDAQ,SCSC
SCVL,"Shoe Carnival, Inc. - Common Stock",NASDAQ,SCVL
SCWO,374Water Inc. - common stock,NASDAQ,SCWO
SCYX,"SCYNEXIS, Inc. - Common Stock",NASDAQ,SCYX
SDA,SunCar Technology Group Inc. - Ordinary Shares,NASDAQ,SDA
SDAWW,SunCar Technology Group Inc. - Warrant,NASDAQ,SDAWW
SDGR,"Schrodinger, Inc. - Common Stock",NASDAQ,SDGR
SDHI,Siddhi Acquisition Corp - Class A Common stock,NASDAQ,SDHI
SDHIR,Siddhi Acquisition Corp - Right,NASDAQ,SDHIR
SDHIU,Siddhi Acquisition Corp - Unit,NASDAQ,SDHIU
SDM,Smart Digital Group Limited - Ordinary Shares,NASDAQ,SDM
SDOT,Sadot Group Inc. - Common Stock,NASDAQ,SDOT
SDST,Stardust Power Inc. - Common Stock,NASDAQ,SDST
SDSTW,Stardust Power Inc. - Warrant,NASDAQ,SDSTW
SEAT,Vivid Seats Inc. - Class A common stock,NASDAQ,SEAT
SEATW,Vivid Seats Inc. - Warrant,NASDAQ,SEATW
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ,SEDG
SEED,Origin Agritech Limited - Ordinary Shares,NASDAQ,SEED
SEER,"Seer, Inc. - Class A Common Stock",NASDAQ,SEER
SEGG,"Lottery.com, Inc. - Common Stock",NASDAQ,SEGG
SEIC,SEI Investments Company - Common Stock,NASDAQ,SEIC
SELF,"Global Self Storage, Inc. - Common Stock",NASDAQ,SELF
SELX,Semilux International Ltd. - Ordinary Shares,NASDAQ,SELX
SENEA,Seneca Foods Corp. - Class A Common Stock,NASDAQ,SENEA
SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ,SENEB
SEPN,"Septerna, Inc. - Common Stock",NASDAQ,SEPN
SERA,"Sera Prognostics, Inc. - Class A Common Stock",NASDAQ,SERA
SERV,Serve Robotics Inc. - Common Stock,NASDAQ,SERV
SEV,Aptera Motors Corp. - Class B Common Stock,NASDAQ,SEV
SEVN,Seven Hills Realty Trust  - Common Stock,NASDAQ,SEVN
SEZL,Sezzle Inc. - Common Stock,NASDAQ,SEZL
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",NASDAQ,SFBC
SFD,"Smithfield Foods, Inc. - Common Stock",NASDAQ,SFD
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,NASDAQ,SFHG
SFIX,"Stitch Fix, Inc. - Class A Common Stock",NASDAQ,SFIX
SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,SFM
SFNC,Simmons First National Corporation - Common Stock,NASDAQ,SFNC
SFST,"Southern First Bancshares, Inc. - Common Stock",NASDAQ,SFST
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,NASDAQ,SFWL
SGA,"Saga Communications, Inc. - Class A Common Stock",NASDAQ,SGA
SGBX,Safe & Green Holdings Corp. - Common Stock,NASDAQ,SGBX
SGC,"Superior Group of Companies, Inc. - Common Stock",NASDAQ,SGC
SGD,Safe and Green Development Corporation - Common Stock,NASDAQ,SGD
SGHT,"Sight Sciences, Inc. - Common Stock",NASDAQ,SGHT
SGLY,Singularity Future Technology Ltd. - Common Stock,NASDAQ,SGLY
SGML,Sigma Lithium Corporation - common shares,NASDAQ,SGML
SGMO,"Sangamo Therapeutics, Inc. - Common Stock",NASDAQ,SGMO
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,NASDAQ,SGMT
SGRP,"SPAR Group, Inc. - Common Stock",NASDAQ,SGRP
SGRY,"Surgery Partners, Inc. - Common Stock",NASDAQ,SGRY
SHBI,"Shore Bancshares, Inc. - Common Stock",NASDAQ,SHBI
SHC,Sotera Health Company - Common Stock,NASDAQ,SHC
SHEN,Shenandoah Telecommunications Co - Common Stock,NASDAQ,SHEN
SHFS,"SHF Holdings, Inc. - Class A Common Stock",NASDAQ,SHFS
SHFSW,"SHF Holdings, Inc. - Warrants",NASDAQ,SHFSW
SHIM,Shimmick Corporation - Common Stock,NASDAQ,SHIM
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,NASDAQ,SHIP
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,SHLS
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,NASDAQ,SHMD
SHMDW,SCHMID Group N.V. - Warrants,NASDAQ,SHMDW
SHOO,"Steven Madden, Ltd. - Common Stock",NASDAQ,SHOO
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,NASDAQ,SHOP
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",NASDAQ,SHPH
SIBN,"SI-BONE, Inc. - Common Stock",NASDAQ,SIBN
SIDU,"Sidus Space, Inc. - Class A Common Stock",NASDAQ,SIDU
SIEB,Siebert Financial Corp. - Common Stock,NASDAQ,SIEB
SIFY,Sify Technologies Limited - American Depository Shares,NASDAQ,SIFY
SIGA,SIGA Technologies Inc. - Common Stock,NASDAQ,SIGA
SIGI,"Selective Insurance Group, Inc. - Common Stock",NASDAQ,SIGI
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",NASDAQ,SIGIP
SILC,Silicom Ltd - Ordinary Shares,NASDAQ,SILC
SILO,"Silo Pharma, Inc. - Common Stock",NASDAQ,SILO
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,SIMA
SIMAU,SIM Acquisition Corp. I - Unit,NASDAQ,SIMAU
SIMAW,SIM Acquisition Corp. I - Warrant,NASDAQ,SIMAW
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",NASDAQ,SIMO
SINT,"SiNtx Technologies, Inc. - Common Stock",NASDAQ,SINT
SION,"Sionna Therapeutics, Inc. - Common Stock",NASDAQ,SION
SIRI,SiriusXM Holdings Inc. - Common Stock,NASDAQ,SIRI
SITM,SiTime Corporation - Common Stock,NASDAQ,SITM
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,NASDAQ,SJ
SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,SKBL
SKIN,The Beauty Health Company - Class A Common Stock,NASDAQ,SKIN
SKK,SKK Holdings Limited - Ordinary Shares,NASDAQ,SKK
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",NASDAQ,SKWD
SKYE,"Skye Bioscience, Inc. - Common Stock",NASDAQ,SKYE
SKYQ,Sky Quarry Inc. - Common Stock,NASDAQ,SKYQ
SKYT,"SkyWater Technology, Inc. - Common Stock",NASDAQ,SKYT
SKYW,"SkyWest, Inc. - Common Stock",NASDAQ,SKYW
SKYX,SKYX Platforms Corp. - Common Stock,NASDAQ,SKYX
SLAB,"Silicon Laboratories, Inc. - Common Stock",NASDAQ,SLAB
SLDB,Solid Biosciences Inc. - Common Stock,NASDAQ,SLDB
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",NASDAQ,SLDE
SLDP,"Solid Power, Inc. - Class A Common Stock",NASDAQ,SLDP
SLDPW,"Solid Power, Inc. - Warrant",NASDAQ,SLDPW
SLE,"Super League Enterprise, Inc. - Common Stock",NASDAQ,SLE
SLGB,Smart Logistics Global Limited - Ordinary Shares,NASDAQ,SLGB
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,NASDAQ,SLGL
SLM,SLM Corporation - Common Stock,NASDAQ,SLM
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",NASDAQ,SLMBP
SLMT,Brera Holdings PLC - Class B Ordinary Shares,NASDAQ,SLMT
SLN,Silence Therapeutics Plc - American Depository Share,NASDAQ,SLN
SLNG,"Stabilis Solutions, Inc. - Common Stock",NASDAQ,SLNG
SLNH,"Soluna Holdings, Inc. - Common Stock",NASDAQ,SLNH
SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",NASDAQ,SLNHP
SLNO,"Soleno Therapeutics, Inc. - Common Stock",NASDAQ,SLNO
SLP,"Simulations Plus, Inc. - Common Stock",NASDAQ,SLP
SLRC,SLR Investment Corp. - Closed End Fund,NASDAQ,SLRC
SLRX,"Salarius Pharmaceuticals, Inc. - Common Stock",NASDAQ,SLRX
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,SLS
SLSN,"Solesence, Inc. - Common stock",NASDAQ,SLSN
SLVO,"ETRACS Silver Shares Covered Call ETNs due April 21, 2033",NASDAQ,SLVO
SLXN,Silexion Therapeutics Corp - Ordinary Shares,NASDAQ,SLXN
SLXNW,Silexion Therapeutics Corp - Warrant,NASDAQ,SLXNW
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",NASDAQ,SMBC
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ,SMCI
SMID,Smith-Midland Corporation - Common Stock,NASDAQ,SMID
SMLR,"Semler Scientific, Inc. - Common Stock",NASDAQ,SMLR
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ,SMMT
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,SMPL
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ,SMSI
SMTC,Semtech Corporation - Common Stock,NASDAQ,SMTC
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ,SMTI
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ,SMTK
SMX,SMX (Security Matters) Public Limited Company - Class A Ordinary Shares,NASDAQ,SMX
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ,SMXT
SMXWW,SMX (Security Matters) Public Limited Company - Warrant,NASDAQ,SMXWW
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ,SNAL
SNBR,Sleep Number Corporation - Common Stock,NASDAQ,SNBR
SNCR,"Synchronoss Technologies, Inc. - Common Stock",NASDAQ,SNCR
SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",NASDAQ,SNCY
SND,"Smart Sand, Inc. - Common Stock",NASDAQ,SND
SNDK,Sandisk Corporation - Common Stock,NASDAQ,SNDK
SNDL,SNDL Inc. - Common Shares,NASDAQ,SNDL
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,SNDX
SNES,"SenesTech, Inc. - Common Stock",NASDAQ,SNES
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,SNEX
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ,SNFCA
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ,SNGX
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,SNOA
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ,SNPS
SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",NASDAQ,SNSE
SNT,Senstar Technologies Corporation - Common Shares,NASDAQ,SNT
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ,SNTG
SNTI,"Senti Biosciences, Inc.  - Common Stock",NASDAQ,SNTI
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,SNWV
SNY,Sanofi - American Depositary Shares,NASDAQ,SNY
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ,SNYR
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ,SOBR
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,NASDAQ,SOCA
SOCAU,Solarius Capital Acquisition Corp. - Units,NASDAQ,SOCAU
SOCAW,Solarius Capital Acquisition Corp. - Warrant,NASDAQ,SOCAW
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,SOFI
SOGP,Sound Group Inc. - American Depositary Shares,NASDAQ,SOGP
SOHO,Sotherly Hotels Inc. - Common Stock,NASDAQ,SOHO
SOHOB,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,SOHOB
SOHON,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,SOHON
SOHOO,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,SOHOO
SOHU,Sohu.com Limited  - American Depositary Shares,NASDAQ,SOHU
SOND,Sonder Holdings Inc. - Class A Common Stock,NASDAQ,SOND
SONDW,Sonder Holdings Inc. - Warrants,NASDAQ,SONDW
SONM,"Sonim Technologies, Inc. - Common Stock",NASDAQ,SONM
SONN,"Sonnet BioTherapeutics Holdings, Inc. - Common Stock",NASDAQ,SONN
SONO,"Sonos, Inc. - Common Stock",NASDAQ,SONO
SOPA,Society Pass Incorporated - Common Stock,NASDAQ,SOPA
SOPH,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ,SOPH
SORA,AsiaStrategy - Ordinary Shares,NASDAQ,SORA
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ,SOTK
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,SOUN
